,type,title,director,cast,country,release year,platform,animation,children & family,entertainment,documentary,thrillers,music & musicals,romance,comedy,drama,horror,sci-fi & fantasy,action & adventure
3086,TV Show,The Degenerates,not found,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza  Treyger, Joey Diaz, Christina Pazsitzky",not found,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3087,TV Show,Yanxi Palace: Princess Adventures,not found,"Wang Herun, Wang Yizhe, Wang Yuwei, Xu Xiaonuo, Wu Jinyan, Nie Yuan",China,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3088,TV Show,The Disastrous Life of Saiki K.: Reawakened,not found,"Hiroshi Kamiya, Daisuke Ono, Nobunaga Shimazaki, Satoshi Hino, Natsuki Hanae, Ai Kayano, Yukari Tamura, Maaya Uchida, Yoshimasa Hosoya, Masaya Matsukaze, Tomoaki Maeno, Kenji Nojima, Mitsuo Iwata, Rikako Aikawa, Yuki Kaji, Eri Kitamura, M・A・O, Kensho Ono, Kohsuke Toriumi, Nao Toyama",Japan,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3089,Movie,Hot Gimmick: Girl Meets Boy,Yuki Yamato,"Miona Hori, Hiroya Shimizu, Shotaro Mamiya, Mizuki Itagaki, Hiyori Sakurada, Kaisei Kamimura, Ai Yoshikawa, Ryohei Shima, Asuka Kurosawa, Kazuya Takahashi, Takashi Sorimachi, Riho Yoshioka",Japan,2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3091,Movie,"El Pepe, a Supreme Life",Emir Kusturica,"José Mujica, Emir Kusturica","Argentina, Uruguay, Serbia",2018,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
3092,TV Show,Kevin Hart: Don’t F**k This Up,not found,not found,United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3093,Movie,The Vendor,Odunlade Adekola,"Odunlade Adekola, Jide Kosoko, Adunni Ade, Eniola Ajao, Ireti Osayemi, Kayode Olaseinde, Tunde Bernard, Bolaji Amusan",not found,2018,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3094,Movie,The App,Elisa Fuksas,"Vincenzo Crea, Jessica Cressy, Greta Scarano, Maya Sansa, Abel Ferrara, Anita Kravos",Italy,2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3095,TV Show,The Bonfire of Destiny,not found,"Audrey Fleurot, Julie de Bona, Camille Lou, Gilbert Melki, Josiane Balasko, Antoine Duléry, Florence Pernel, Théo Fernandez, Victor Meutelet, François-David Cardonnel, Stéphane Guillon, Aurélien Wiik, Gilles Cohen",France,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3096,TV Show,You,Lee Toland Krieger,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3097,Movie,Doom: Annihilation,Tony Giglio,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3098,Movie,Fireworks,"Akiyuki Shinbo, Nobuyuki Takeuchi","Yuki Kaji, Nobuo Tobita, Michiko Neya, Mitsuru Miyamoto, Fumihiko Tachiki, Shintaro Asanuma, Takahiro Sakurai, Kana Hanazawa, Toshiyuki Toyonaga, Suzu Hirose, Shinichiro Miki, Mamoru Miyano, Takako Matsu, Masaki Suda",Japan,2017,Netflix,1,0,0,0,0,0,0,0,0,0,0,0
3099,Movie,Grand-Daddy Day Care,Ron Oliver,"Danny Trejo, Reno Wilson, Margaret Avery, Barry Bostwick, Julia Duffy, Anthony Gonzalez, Linda Gray, James Hong, Hal Linden, Alec Mapa",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3100,Movie,Jarhead: Law of Return,Don Michael Paul,"Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi","Israel, United States",2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3101,Movie,MFKZ,"Shojiro Nishimi, Guillaume Renard","Kenn Michael, Vince Staples, Dino Andrade, Michael Chiklis, Giancarlo Esposito, Jorge Gutierrez, Dascha Polanco, RZA, Danny Trejo, Antonio Alvarez","France, Japan",2017,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3102,Movie,Sweetheart,J.D. Dillard,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
3103,TV Show,CAROLE & TUESDAY,not found,"Miyuri Shimabukuro, Kana Ichinose, Akio Otsuka, Miyu Irino, Sumire Uesaka, Hiroshi Kamiya, Mamoru Miyano, Kenyu Horiuchi, Tomoko Miyadera, Takahiro Sakurai, Maaya Sakamoto, Hiroki Yasumoto",Japan,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3104,Movie,Como caído del cielo,Pepe Bojórquez,"Omar Chaparro, Ana Claudia Talancón, Stephanie Cayo, Yare Santana, Angélica María, Manuel 'Flaco' Ibáñez, Laura De Ita",Mexico,2019,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3105,Movie,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,"John Mulaney, Alexander Bello, Tyler Bourke, Ava Briglia, Cordelia Comando, Camille De La Cruz, Oriah Elgrabli, Jake Ryan Flynn, Orson Hong, Isabella Iannelli, Jacob Laval, Suri Marrero, Zell Steele Morrow, Jonah Mussolino, Lexi Perkel, Linder Sutton",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3106,TV Show,Lost in Space,not found,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3107,Movie,Jacob's Ladder,David M. Rosenthal,"Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet, Joseph Sikora, Karla Souza, Ritchie Coster, Jon Eyez",United States,2019,Netflix,0,0,0,0,1,0,0,0,0,0,0,0
3109,Movie,Back of the Net,Louise Alston,"Sofia Wylie, Tiarnie Coupland, Trae Robin, Gemma Chua-Tran, Ashleigh Ross, Yasmin Honeychurch, Raj Labade, Christopher Kirby, Melissa Bonne, Kate Box",Australia,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3110,Movie,Lost in London,Sunkanmi Adebayo,"Ime Bishop Umoh, Alexx Ekubo, Stanley Chibunna, Ella Betts, Adi Lev, Kemi Olofinmakin",Nigeria,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3111,TV Show,Agent,not found,"Khumbulani Kay Sibiya, Sisanda Henna, Tarynn Wyngaard, Anthony Oseyemi, Virgile Bramly, Manie Malone, Yannick Konnan, Vinaya Sungkur, Michaella Russell, Thabo Malema","Mauritius, South Africa",2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3112,Movie,Being Mrs Elliot,Omoni Oboli,"Omoni Oboli, Majid Michel, Ayo Makun, Uru Eke, Ime Bishop Umoh, Lepacious Bose, Seun Akindele, Sylvia Oluchy, Chika Chukwu",Nigeria,2014,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3113,Movie,Falz Experience,Falz,"Falz, Adunni Ade, Bisola Aiyeola, Frank Donga",not found,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3114,Movie,Iyore,Frank Rajah Arase,"Rita Dominic, Joseph Benjamin, Okawa Shaznay, Paul Obazele, Yemi Blaq, Bukky Wright",Nigeria,2015,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3115,Movie,The First Lady,Omoni Oboli,"Omoni Oboli, Alexx Ekubo, Chinedu Ikedieze, Joseph Benjamin, Yvonne Jegede, Anthony Monjaro, Taiwo Familoni, Jude Chukwuka, Emilyn Johnson-Ekpo, Udoka Oyeka",not found,2015,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3116,Movie,The Two Popes,Fernando Meirelles,"Anthony Hopkins, Jonathan Pryce, Juan Minujín","United Kingdom, Italy",2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3117,TV Show,The Witcher,not found,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, MyAnna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3118,Movie,After the Raid,Rodrigo Reyes,not found,"United States, Mexico",2019,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
3119,TV Show,Twice Upon A Time,not found,"Gaspard Ulliel, Freya Mavor",France,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3120,TV Show,Ultraviolet,not found,"Marta Nieradkiewicz, Sebastian Fabijański, Agata Kulesza, Bartłomiej Topa, Magdalena Czerwińska, Michał Żurawski, Marek Kalita, Paulina Chapko, Karolina Chapko, Viet Anh Do",Poland,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3121,TV Show,Don't F**k with Cats: Hunting an Internet Killer,Mark Lewis,not found,"United Kingdom, United States",2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3122,TV Show,Soundtrack,not found,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",United States,2019,Netflix,0,0,0,0,0,0,1,0,0,0,0,0
3123,Movie,Ronny Chieng: Asian Comedian Destroys America!,Sebastian DiNatale,Ronny Chieng,United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3124,Movie,"Sincerely Yours, Dhaka","Nuhash Humayun, Syed Ahmed Shawki, Rahat Rahman, Robiul Alam Robi, Golam Kibria Farooki, Mir Mukarram Hossain, Tanvir Ahsan, Mahmudul Islam, Abdullah Al Noor, Krishnendu Chattopadhyay, Syed Saleh Ahmed Sobhan","Mostafizur Noor Imran, Orchita Sporshia, Allen Shubhro, Shamol Mawla, Sarder Saniat Hossain, Manoj Kumar Pramanik, Trapa Majumder, Intekhab Dinar, Iresh Zaker, Lutfur Rahman George",Bangladesh,2018,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3125,Movie,The Danish Girl,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Ben Whishaw, Sebastian Koch, Amber Heard, Matthias Schoenaerts, Pip Torrens, Nicholas Woodeson, Emerald Fennell, Adrian Schiller","United Kingdom, United States, Germany, Denmark, Belgium, Japan",2015,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3126,Movie,Bangistan,Karan Anshuman,"Riteish Deshmukh, Pulkit Samrat, Kumud Mishra, Chandan Roy Sanyal, Arya Babbar, Shivkumar Subramaniam, Tom Alter, Jacqueline Fernandez",India,2015,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3127,TV Show,Cinderella and the Four Knights,not found,"Jung Il-woo, Ahn Jae-hyeon, Park So-dam, Lee Jung-shin, Kim Yong-geon, Choi Min, Son Na-eun",South Korea,2016,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3128,TV Show,Cocomong,not found,"Jung Sun-hye, Yang Jeong-hwa, Kim Jang, Ryoo Jeom-hee, Hong Bum-ki, Shin Yong-woo",United States,2015,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3129,TV Show,Crash Landing on You,not found,"Hyun Bin, Son Ye-jin, Seo Ji-hye, Kim Jung-hyun, Oh Man-seok, Kim Young-min, Kim Jung-nan, Kim Sun-young, Hwangwoo Seul-hye",South Korea,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3130,TV Show,"Crazy, Lovely, Cool",Obi Emelonye,"Enyinna Nwigwe, Adesua Etomi, Uru Eke, Zynnell Zuh, Obi Okolie, Anthony Monjaro, Emmanuel Emelu, Chinonye Chidolue, Lorenzo Menakaya, King Bawa",Nigeria,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3132,Movie,Dil Dhadakne Do,Zoya Akhtar,"Anil Kapoor, Priyanka Chopra, Ranveer Singh, Anushka Sharma, Farhan Akhtar, Shefali Shah, Rahul Bose, Parmeet Sethi, Vikrant Massey, Zarina Wahab, Aamir Khan",India,2015,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3138,Movie,Holy Expectations,Fernando Ayllón,"Adriana Botina, Fernando Ramos, Isabella Sierra, Joavany Álvarez, Christian López, Omar Murillo, Nelson Polanía, Carlos Barbosa, José Manuel Ospina, Aída Morales",not found,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3140,Movie,Isoken,Jadesola Osiberu,"Dakore Akande, Joseph Benjamin, Marc Rhys, Funke Akindele, Lydia Forson, Damilola Adegbite, Tina Mba, Patrick Doyle",Nigeria,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3144,Movie,Potato Potahto,Shirley Frimpong-Manso,"O.C. Ukeje, Joselyn Dumas, Joke Silva, Blossom Chukwujekwu, Kemi Lala Akindoju, Chris Attoh, Nikki Samonas, Adjetey Anang, Victoria Micheals",Ghana,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3150,Movie,6 Underground,Michael Bay,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3151,Movie,A Trip to Jamaica,Robert O. Peters,"Ayo Makun, Funke Akindele, Nse Ikpe-Etim, Dan Davies, Paul Campbell, Chris Attoh, Rebecca Silvera, Eric Roberts, Joe Diaz, Alex Moore",Nigeria,2016,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3152,Movie,My Wife and I,Bunmi Ajakaiye,"Ramsey Nouah, Omoni Oboli, Dorcas Shola Fapson, Sambasa Nzeribe, Jemima Osunde, Dozie Onyiriuka, Rotimi Adelagan, Seyilaw",South Africa,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3153,Movie,Okafor's Law,Omoni Oboli,not found,Nigeria,2016,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3154,Movie,Seven and a half dates,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray McNwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",not found,2018,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3155,Movie,The 9th Precinct,Ding-Lin Wang,"Roy Chiu, Chia-Chia Peng, Wen Chen-ling, Eugenie Liu, Yeo Yann Yann",Taiwan,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3156,Movie,Zero Hour,Robert O. Peters,"Richard Mofe-Damijo, Alex Ekubo, Ali Nuhu, Rahama Sadau, Eucharia Anunobi, Ene Oloja, Halima Yusuf, Ayo Ayoola Ayolola",not found,2018,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3157,Movie,Jack Whitehall: Christmas with My Father,Richard van't Riet,"Jack Whitehall, Michael Whitehall, Hugh Bonneville, Graham Norton, Layton Williams, Andrew Lloyd Webber, Tim Rice, Tan France, Antoni Porowski, Jonathan Van Ness",United Kingdom,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3158,Movie,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3159,Movie,Good and Prosperous,Sameh Abdulaziz,"Ali Rabee, Mohamed Abdel-Rahman, Bayoumi Fouad, Karim Afifi, Dalal Abdel Aziz, Mai Selim, Tara Emad, Mohammed Tharwat, Haifa Wehbe, Ahmed Adel",Egypt,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3160,Movie,Michelle Wolf: Joke Show,Lance Bangs,Michelle Wolf,United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3161,Movie,A Family Reunion Christmas,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Jackée Harry, Richard Roundtree",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3162,Movie,It Comes at Night,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., David Pendleton, Griffin Robert Faulkner",United States,2017,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
3163,Movie,Saaho,Sujeeth,"Prabhas, Shraddha Kapoor, Jackie Shroff, Chunky Pandey, Neil Nitin Mukesh, Arun Vijay, Vennela Kishore, Murli Sharma, Lal, Prakash Belawadi, Mahesh Manjrekar, Tinnu Anand",India,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3164,Movie,Nothing to Lose 2,Alexandre Avancini,"Petrônio Gontijo, Day Mesquita, Beth Goulart, Dalton Vigh, Eduardo Galvão, César Mello, Leonardo Franco, Raphael Viana, Otávio Martins",Brazil,2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3165,TV Show,Astronomy Club: The Sketch Show,not found,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James III",United States,2019,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3166,Movie,Banana Island Ghost,BB Sasore,"Chigul, Patrick Diabuah, Adetomiwa Edun, Uche Jumbo, Saidi Balogun, Ali Nuhu, Bimbo Manuel, Akah Nnani, Damilola Adegbite, Dorcas Shola Fapson",Nigeria,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3167,Movie,Celebrity Marriage,Pascal Amanfo,"Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",not found,2017,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3168,TV Show,Fuller House,not found,"Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion, Elias Harger, Soni Bringas, Dashiell Messitt, Fox Messitt, John Stamos, Bob Saget, Dave Coulier, Lori Loughlin, Scott Weinger, Blake Tuomy-Wilhoit, Dylan Tuomy-Wilhoit, John Brotherton, Juan Pablo Di Pace",United States,2020,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3169,Movie,Marriage Story,Noah Baumbach,"Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson","United Kingdom, United States",2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3170,Movie,No Game No Life: Zero,Atsuko Ishizuka,"Yoshitsugu Matsuoka, Ai Kayano, Yoko Hikasa, Yukari Tamura, Yuka Iguchi, Mamiko Noto, Miyuki Sawashiro, Rie Kugimiya, Toru Okawa, Kazuyuki Okitsu, Junichi Suwabe, Lynn, Yui Horie, Nanako Mori, Ryota Takeuchi",Japan,2017,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3171,Movie,Slow Country,Eric Aghimien,"Ivie Okujaye, Sambasa Nzeribe, Tope Tedela, Gina Castel, Majid Michel, Victor Erabie, Brutus Richard, Adebayo Thomas",Nigeria,2017,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3172,Movie,Spirit Riding Free: Spirit of Christmas,not found,"Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos, Kay Bess, Darcy Rose Byrnes, David Faustino, Gabriella Graves, Duncan Joiner, Katherine McNamara, Nolan North, Tiya Sircar",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3173,TV Show,Teasing Master Takagi-san,not found,"Rie Takahashi, Yuki Kaji, Konomi Kohara, M・A・O, Yui Ogura, Yuma Uchida, Kotori Koiwai, Nobuhiko Okamoto, Fukushi Ochiai",Japan,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3174,TV Show,The Chosen One,Michel Tikhomiroff,"Paloma Bernardi, Renan Tenca, Gutto Szuster, Pedro Caetano, Mariano Mattos Martins, Alli Willow, Kiko Vianello, Francisco Gaspar, Tuna Dwek, Lourinelson Vladmir, Leonardo Ventura, Aury Porto, Glauber Amaral, Astrea Lucena",Brazil,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3175,TV Show,The Confession Killer,"Robert Kenner, Taki Oldham",not found,United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3176,TV Show,Three Days of Christmas,not found,"Victoria Abril, Elena Anaya, Mar Ayala, Nerea Barros, Berta Castañé, Verónica Echegui, Verónica Forqué, Ángela Molina, Anna Moliner, Charo López, Mariona Pagès, Carla Tous, Carles Arquimbau, Manel Barceló, Nausicaa Bonnín, Alicia Borrachero, Antonio Dechent, Miquel Fernández, Francesc Garrido, Iván Morales, Susi Sánchez, David Solans",Spain,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3177,TV Show,Triad Princess,not found,"Eugenie Liu, Jasper Liu, Cecilia Choi, Tien Hsin, Michael JQ Huang, Chang Zhang-xing, Hung Yan-siang, Tsao Yu-ning, Chang Shu-wei, Lee Lee-zen",not found,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3178,Movie,Wives on Strike,Omoni Oboli,"Omoni Oboli, Kenneth Okonkwo, Kalu Ikeagwu, Uche Jumbo, Ufoma Ejenobor, Julius Agu, Udoka Oyeka, Chioma Chukwuka-Akpotha, Kehinde Bankole",Nigeria,2016,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3179,Movie,Wives on Strike: The Revolution,Omoni Oboli,"Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma McDermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","United Kingdom, Nigeria",2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3180,Movie,A Christmas Prince: The Royal Baby,John Schultz,"Rose McIver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel McVeagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3181,Movie,The Irishman: In Conversation,not found,"Martin Scorsese, Robert De Niro, Al Pacino, Joe Pesci",United States,2019,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
3182,TV Show,V Wars,not found,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf, Peter Outerbridge, Kimberly-Sue Murray, Sydney Meyer, Kandyse McClure, Laura Vandervoort, Michael Greyeyes, Greg Bryk, Teddy Moynihan, Ted Atherton, Jonathan Higgins, Nikki Reed, Samantha Liana Cole, Laura de Carteret, Bo Martyn",United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,1
3183,TV Show,The Last O.G.,not found,"Tracy Morgan, Tiffany Haddish, Cedric the Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson",United States,2019,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3184,TV Show,The Prince of Tennis ~ Match! Tennis Juniors ~,not found,"Peng Yuchang, Dong Li, Zhang Yijie, Xie Binbin, Zhu Zhiling, Xu Ke, Wu Xudong, Li He, Fan Linfeng",China,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3185,TV Show,The Road to Love,not found,"Katherine Escobar Farfan, Juan Manuel Restrepo, César Mora, Mario Espitia, Carmenza González, José Daniel Cristancho, Felipe Bernedette, Camilo Amores, Linda Lucía Callejas, Fernando Solórzano, María Laura Quintero, Toto Vega, Mayra Luna, Ana María Cuéllar, María Fernanda Matus",Colombia,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3186,Movie,Tiffany Haddish: Black Mitzvah,Linda Mendoza,Tiffany Haddish,United States,2019,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
3187,TV Show,Nightflyers,not found,"Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson, Sam Strike, Maya Eshet, Brían F. O'Byrne, Gretchen Mol, Miranda Raison",United States,2018,Netflix,0,0,0,0,0,0,0,0,0,1,0,0
3188,Movie,A Cinderella Story: Christmas Wish,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson",United States,2019,Netflix,0,1,0,0,0,0,0,0,0,0,0,0
3189,Movie,Baby Dolls,Vijay Kumar Arora,"Nirmal Rishi, Sonam Bajwa, Sukhwinder Chahal, Tania, Gurnam Bhullar",India,2019,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3190,Movie,Cut Bank,Matt Shakman,"Liam Hemsworth, Teresa Palmer, Billy Bob Thornton, Bruce Dern, John Malkovich, Michael Stuhlbarg, Oliver Platt",United States,2014,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3191,Movie,Dead Kids,Mikhail Red,"Khalil Ramos, Vance Larena, Kelvin Miranda, Jan Silverio, Markus Paterson, Gabby Padilla, Sue Ramirez","Philippines, United States",2019,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3192,TV Show,Eastsiders,not found,"Kit Williamson, Van Hansis, Constance Wu, Matthew McKelligon, John Halbach, Stephen Guarino",United States,2018,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3193,Movie,High End Yaariyan,Pankaj Batra,"Ninja, Ranjit Bawa, Jassi Gill, Musskan Sethi, Navneet Kaur Dhillon, Neet Mahal, Aarushi Sharma",India,2019,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3194,Movie,Iron Fists and Kung-Fu Kicks,Serge Ou,not found,Australia,2019,Netflix,0,0,0,1,0,0,0,0,0,0,0,0
3195,Movie,Jindua,Navaniat Singh,"Jimmy Shergill, Sargun Mehta, Neeru Bajwa, Bhavkhandan Singh Rakhra, Arkie Kandola, Nina Rehill, Rajiv Thakur, Harjap Singh Bhangal, Balinder Johal, Carolyn Bridget Kennedy, Sonia Dhillon, Jimmy Sheirgill",India,2017,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3196,Movie,Lakeeran,not found,"Harman Virk, Yuvika Chaudhry, Nirmal Rishi, Shavinder Mahal, B.N. Sharma, Anita Meet, Poonam Sood, B.B. Verma, Satwant Kaur, Gurinder Rai",India,2016,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3197,Movie,Mahi NRI,Gaurav Bavdankar,"Harrdy Sandhu, Poppy Jabbal, Rameet Kaur, B.N. Sharma, Navneet Nishan, Gurpreet Guggi, Anjum Batra, Ranjan Sehgal",United Kingdom,2017,Netflix,0,0,0,0,0,0,0,1,0,0,0,0
3198,Movie,Qismat,Jagdeep Sidhu,"Ammy Virk, Sargun Mehta, Guggu Gill, Tania, Harby Sangha, Hardeep Gill, Sukhdev Barnala, Satwant Kaur, Baljinder Kaur, Jashanjeet Gosha",India,2018,Netflix,0,0,0,0,0,0,0,0,1,0,0,0
3199,TV Show,Space Jungle,not found,"Kim Min-hee, Park Yoon-hee, Sun Sung-wook",not found,2016,Netflix,0,0,0,0,0,0,0,0,0,0,0,0
